#Release 10.1.03 - par K.39 (lin64)
#Copyright (c) 1995-2008 Xilinx, Inc.  All rights reserved.

#Tue Nov 29 16:48:58 2011

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       labkit_map.ncd
#OUTPUT FILE:      labkit_pad.csv
#PART TYPE:        xc2v6000
#SPEED GRADE:      -4
#PACKAGE:          bf957
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
N31,,DIFFM,IO_L76P_7,UNUSED,,7,,,,,,,,,,
P1,analyzer1_data<3>,IOB,IO_L95N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
P2,analyzer1_data<2>,IOB,IO_L93N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
P3,,,VCCO_2,,,2,,,,,3.30,,,,,
P4,rs232_txd,IOB,IO_L78P_2,OUTPUT,LVDCI_33,2,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
P5,daughtercard<22>,IOB,IO_L72P_2,INPUT,LVTTL*,2,,,,NONE,,LOCATED,,NO,NONE,
P6,rs232_rxd,IOB,IO_L92N_2,INPUT,LVTTL*,2,,,,NONE,,LOCATED,,NO,NONE,
P7,analyzer2_data<5>,IOB,IO_L77N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
P8,,,VCCO_2,,,2,,,,,3.30,,,,,
P9,analyzer2_data<7>,IOB,IO_L71P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
P10,,DIFFM,IO_L50P_2,UNUSED,,2,,,,,,,,,,
P11,,,VCCO_2,,,2,,,,,3.30,,,,,
P12,,,VCCO_2,,,2,,,,,3.30,,,,,
P13,,,VCCINT,,,,,,,,1.5,,,,,
P14,,,GND,,,,,,,,,,,,,
P15,,,GND,,,,,,,,,,,,,
P16,,,GND,,,,,,,,,,,,,
P17,,,GND,,,,,,,,,,,,,
P18,,,GND,,,,,,,,,,,,,
P19,,,VCCINT,,,,,,,,1.5,,,,,
P20,,,VCCO_7,,,7,,,,,3.30,,,,,
P21,,,VCCO_7,,,7,,,,,3.30,,,,,
P22,,DIFFM,IO_L72P_7,UNUSED,,7,,,,,,,,,,
P23,analyzer3_data<2>,IOB,IO_L75N_7,OUTPUT,LVTTL*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
P24,,,VCCO_7,,,7,,,,,3.30,,,,,
P25,,DIFFS,IO_L78N_7,UNUSED,,7,,,,,,,,,,
P26,tv_out_ycrcb<1>,IOB,IO_L92N_7,OUTPUT,LVDCI_33,7,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
P27,tv_out_ycrcb<9>,IOB,IO_L73P_7,OUTPUT,LVDCI_33,7,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
P28,systemace_data<2>,IOB,IO_L77N_7,INPUT,LVTTL*,7,,,,NONE,,LOCATED,,NO,NONE,
P29,,,VCCO_7,,,7,,,,,3.30,,,,,
P30,,DIFFS,IO_L91N_7,UNUSED,,7,,,,,,,,,,
P31,systemace_we_b,IOB,IO_L93N_7,OUTPUT,LVTTL*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R1,analyzer1_data<1>,IOB,IO_L95P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R2,analyzer1_data<0>,IOB,IO_L93P_2/VREF_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R3,rs232_rts,IOB,IO_L96P_2,OUTPUT,LVDCI_33,2,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
R4,,DIFFS,IO_L96N_2,UNUSED,,2,,,,,,,,,,
R5,analyzer2_data<0>,IOB,IO_L94N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R6,analyzer2_data<1>,IOB,IO_L92P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R7,analyzer2_data<11>,IOB,IO_L77P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R8,analyzer2_data<9>,IOB,IO_L74N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R9,analyzer2_data<8>,IOB,IO_L74P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R10,,,VCCINT,,,,,,,,1.5,,,,,
R11,,,VCCO_2,,,2,,,,,3.30,,,,,
R12,,,VCCO_2,,,2,,,,,3.30,,,,,
R13,,,VCCINT,,,,,,,,1.5,,,,,
R14,,,GND,,,,,,,,,,,,,
R15,,,GND,,,,,,,,,,,,,
R16,,,GND,,,,,,,,,,,,,
R17,,,GND,,,,,,,,,,,,,
R18,,,GND,,,,,,,,,,,,,
R19,,,VCCINT,,,,,,,,1.5,,,,,
R20,,,VCCO_7,,,7,,,,,3.30,,,,,
R21,,,VCCO_7,,,7,,,,,3.30,,,,,
R22,,,VCCINT,,,,,,,,1.5,,,,,
R23,analyzer3_data<1>,IOB,IO_L75P_7/VREF_7,OUTPUT,LVTTL*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R24,analyzer3_data<0>,IOB,IO_L95P_7,OUTPUT,LVTTL*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R25,tv_in_ycrcb<3>,IOB,IO_L78P_7,INPUT,LVTTL*,7,,,,NONE,,LOCATED,,NO,NONE,
R26,tv_out_ycrcb<0>,IOB,IO_L92P_7,OUTPUT,LVDCI_33,7,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
R27,tv_out_ycrcb<8>,IOB,IO_L96N_7,OUTPUT,LVDCI_33,7,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
R28,systemace_data<0>,IOB,IO_L77P_7,INPUT,LVTTL*,7,,,,NONE,,LOCATED,,NO,NONE,
R29,systemace_data<1>,IOB,IO_L94N_7,INPUT,LVTTL*,7,,,,NONE,,LOCATED,,NO,NONE,
R30,,DIFFM,IO_L91P_7,UNUSED,,7,,,,,,,,,,
R31,systemace_oe_b,IOB,IO_L93P_7/VREF_7,OUTPUT,LVTTL*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
T1,,,GND,,,,,,,,,,,,,
T2,,,VCCAUX,,,,,,,,3.3,,,,,
T3,,DIFFS,IO_L94N_3,UNUSED,,3,,,,,,,,,,
T4,,,GND,,,,,,,,,,,,,
T5,,DIFFM,IO_L94P_2,UNUSED,,2,,,,,,,,,,
T6,,DIFFS,IO_L96N_3,UNUSED,,3,,,,,,,,,,
T7,,,GND,,,,,,,,,,,,,
T8,analyzer2_data<3>,IOB,IO_L91N_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
T9,analyzer2_data<2>,IOB,IO_L91P_2,OUTPUT,LVTTL*,2,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
T10,,,GND,,,,,,,,,,,,,
T11,,,VCCINT,,,,,,,,1.5,,,,,
T12,,,VCCINT,,,,,,,,1.5,,,,,
T13,,,VCCINT,,,,,,,,1.5,,,,,
T14,,,GND,,,,,,,,,,,,,
T15,,,GND,,,,,,,,,,,,,
T16,,,GND,,,,,,,,,,,,,
T17,,,GND,,,,,,,,,,,,,
T18,,,GND,,,,,,,,,,,,,
T19,,,VCCINT,,,,,,,,1.5,,,,,
T20,,,VCCINT,,,,,,,,1.5,,,,,
T21,,,VCCINT,,,,,,,,1.5,,,,,
T22,,,GND,,,,,,,,,,,,,
T23,tv_in_ycrcb<6>,IOB,IO_L91N_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
T24,tv_in_ycrcb<4>,IOB,IO_L94N_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
T25,,,GND,,,,,,,,,,,,,
T26,tv_in_ycrcb<5>,IOB,IO_L92N_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
T27,,DIFFM,IO_L96P_7,UNUSED,,7,,,,,,,,,,
T28,,,GND,,,,,,,,,,,,,
T29,tv_out_ycrcb<7>,IOB,IO_L94P_7,OUTPUT,LVDCI_33,7,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
T30,,,VCCAUX,,,,,,,,3.3,,,,,
T31,,,GND,,,,,,,,,,,,,
U1,ram1_bwe_b<1>,IOB,IO_L93N_3/VREF_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U2,ram1_bwe_b<0>,IOB,IO_L91N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U3,ram1_address<7>,IOB,IO_L94P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U4,ram1_ce_b,IOB,IO_L77N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U5,ram1_bwe_b<3>,IOB,IO_L96P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U6,ram1_address<16>,IOB,IO_L95N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U7,analyzer4_data<1>,IOB,IO_L78N_3,OUTPUT,LVTTL*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
U8,analyzer4_data<0>,IOB,IO_L92N_3,OUTPUT,LVTTL*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
U9,,DIFFS,IO_L69N_3/VREF_3,UNUSED,,3,,,,,,,,,,
U10,,,VCCINT,,,,,,,,1.5,,,,,
U11,,,VCCO_3,,,3,,,,,3.30,,,,,
U12,,,VCCO_3,,,3,,,,,3.30,,,,,
U13,,,VCCINT,,,,,,,,1.5,,,,,
U14,,,GND,,,,,,,,,,,,,
U15,,,GND,,,,,,,,,,,,,
U16,,,GND,,,,,,,,,,,,,
U17,,,GND,,,,,,,,,,,,,
U18,,,GND,,,,,,,,,,,,,
U19,,,VCCINT,,,,,,,,1.5,,,,,
U20,,,VCCO_6,,,6,,,,,3.30,,,,,
U21,,,VCCO_6,,,6,,,,,3.30,,,,,
U22,,,VCCINT,,,,,,,,1.5,,,,,
U23,tv_in_ycrcb<7>,IOB,IO_L91P_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
U24,,DIFFM,IO_L94P_6,UNUSED,,6,,,,,,,,,,
U25,ram0_cen_b,IOB,IO_L72N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U26,ram0_bwe_b<3>,IOB,IO_L92P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U27,ram0_bwe_b<1>,IOB,IO_L77N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
U28,ram0_data<9>,IOB,IO_L93N_6/VREF_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
U29,ram0_data<10>,IOB,IO_L78N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
U30,ram0_clk,IOB,IO_L95N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
U31,ram0_we_b,IOB,IO_L96N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V1,ram1_bwe_b<2>,IOB,IO_L93P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V2,ram1_data<17>,IOB,IO_L91P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
V3,,,VCCO_3,,,3,,,,,3.30,,,,,
V4,ram1_data<8>,IOB,IO_L77P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
V5,ram1_cen_b,IOB,IO_L75N_3/VREF_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V6,ram1_address<15>,IOB,IO_L95P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V7,analyzer4_data<2>,IOB,IO_L78P_3,OUTPUT,LVTTL*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
V8,,,VCCO_3,,,3,,,,,3.30,,,,,
V9,,DIFFM,IO_L69P_3,UNUSED,,3,,,,,,,,,,
V10,,DIFFS,IO_L51N_3/VREF_3,UNUSED,,3,,,,,,,,,,
V11,,,VCCO_3,,,3,,,,,3.30,,,,,
V12,,,VCCO_3,,,3,,,,,3.30,,,,,
V13,,,VCCINT,,,,,,,,1.5,,,,,
V14,,,GND,,,,,,,,,,,,,
V15,,,GND,,,,,,,,,,,,,
V16,,,GND,,,,,,,,,,,,,
V17,,,GND,,,,,,,,,,,,,
V18,,,GND,,,,,,,,,,,,,
V19,,,VCCINT,,,,,,,,1.5,,,,,
V20,,,VCCO_6,,,6,,,,,3.30,,,,,
V21,,,VCCO_6,,,6,,,,,3.30,,,,,
V22,,DIFFS,IO_L53N_6,UNUSED,,6,,,,,,,,,,
V23,tv_in_ycrcb<8>,IOB,IO_L74N_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
V24,,,VCCO_6,,,6,,,,,3.30,,,,,
V25,ram0_oe_b,IOB,IO_L72P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V26,ram0_adv_ld,IOB,IO_L68N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V27,ram0_bwe_b<0>,IOB,IO_L77P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
V28,ram0_data<11>,IOB,IO_L93P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
V29,,,VCCO_6,,,6,,,,,3.30,,,,,
V30,,DIFFM,IO_L95P_6,UNUSED,,6,,,,,,,,,,
V31,ram0_address<18>,IOB,IO_L96P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W1,,DIFFS,IO_L76N_3,UNUSED,,3,,,,,,,,,,
W2,,DIFFS,IO_L74N_3,UNUSED,,3,,,,,,,,,,
W3,ram1_data<0>,IOB,IO_L71N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
W4,ram1_address<6>,IOB,IO_L70N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W5,ram1_oe_b,IOB,IO_L75P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W6,ram1_address<14>,IOB,IO_L73N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W7,,,GND,,,,,,,,,,,,,
W8,,DIFFM,IO_L92P_3,UNUSED,,3,,,,,,,,,,
W9,,DIFFS,IO_L48N_3,UNUSED,,3,,,,,,,,,,
W10,,DIFFM,IO_L51P_3,UNUSED,,3,,,,,,,,,,
W11,,,VCCO_3,,,3,,,,,3.30,,,,,
W12,,,VCCO_3,,,3,,,,,3.30,,,,,
W13,,,VCCINT,,,,,,,,1.5,,,,,
W14,,,VCCINT,,,,,,,,1.5,,,,,
W15,,,VCCINT,,,,,,,,1.5,,,,,
W16,,,VCCINT,,,,,,,,1.5,,,,,
W17,,,VCCINT,,,,,,,,1.5,,,,,
W18,,,VCCINT,,,,,,,,1.5,,,,,
W19,,,VCCINT,,,,,,,,1.5,,,,,
W20,,,VCCO_6,,,6,,,,,3.30,,,,,
W21,,,VCCO_6,,,6,,,,,3.30,,,,,
W22,,DIFFM,IO_L53P_6,UNUSED,,6,,,,,,,,,,
W23,tv_in_ycrcb<9>,IOB,IO_L74P_6,INPUT,LVTTL*,6,,,,NONE,,LOCATED,,NO,NONE,
W24,,DIFFS,IO_L71N_6,UNUSED,,6,,,,,,,,,,
W25,,,GND,,,,,,,,,,,,,
W26,ram0_ce_b,IOB,IO_L68P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W27,ram0_bwe_b<2>,IOB,IO_L54N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W28,ram0_data<12>,IOB,IO_L73N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
W29,ram0_data<13>,IOB,IO_L78P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
W30,ram0_address<8>,IOB,IO_L75N_6/VREF_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
W31,ram0_address<17>,IOB,IO_L76N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y1,,DIFFM,IO_L76P_3,UNUSED,,3,,,,,,,,,,
Y2,ram1_data<9>,IOB,IO_L74P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y3,ram1_data<2>,IOB,IO_L71P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y4,ram1_data<1>,IOB,IO_L70P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y5,ram1_adv_ld,IOB,IO_L72N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y6,ram1_address<13>,IOB,IO_L73P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y7,ram1_address<2>,IOB,IO_L67N_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y8,ram1_address<1>,IOB,IO_L45N_3/VREF_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y9,ram1_clk,IOB,IO_L48P_3,OUTPUT,LVDCI_33,3,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y10,,DIFFS,IO_L27N_3/VREF_3,UNUSED,,3,,,,,,,,,,
Y11,,,VCCO_3,,,3,,,,,3.30,,,,,
Y12,,,VCCINT,,,,,,,,1.5,,,,,
Y13,,,VCCO_4,,,4,,,,,3.30,,,,,
Y14,,,VCCO_4,,,4,,,,,3.30,,,,,
Y15,,,VCCO_4,,,4,,,,,3.30,,,,,
Y16,,,VCCINT,,,,,,,,1.5,,,,,
Y17,,,VCCO_5,,,5,,,,,3.30,,,,,
Y18,,,VCCO_5,,,5,,,,,3.30,,,,,
Y19,,,VCCO_5,,,5,,,,,3.30,,,,,
Y20,,,VCCINT,,,,,,,,1.5,,,,,
Y21,,,VCCO_6,,,6,,,,,3.30,,,,,
Y22,,DIFFS,IO_L19N_6,UNUSED,,6,,,,,,,,,,
Y23,,DIFFS,IO_L44N_6,UNUSED,,6,,,,,,,,,,
Y24,,DIFFM,IO_L71P_6,UNUSED,,6,,,,,,,,,,
Y25,ram0_address<6>,IOB,IO_L48N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y26,ram0_address<7>,IOB,IO_L51N_6/VREF_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,
Y27,ram0_data<17>,IOB,IO_L54P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y28,ram0_data<14>,IOB,IO_L73P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y29,ram0_data<15>,IOB,IO_L70N_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y30,ram0_data<0>,IOB,IO_L75P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,YES,DRIVER,
Y31,ram0_address<9>,IOB,IO_L76P_6,OUTPUT,LVDCI_33,6,,NONE*,NONE**,,,LOCATED,,NO,DRIVER,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
